nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Dominique,France,0,2019-11-18 00:00:00,Bien ,Personnel sympathique.L’accueil et la salle de déjeuner sont agréables Les chambres sont sobres mais propres et surtout situées au calme. Il y ce qu'il faut très bon rapport qualité/prix,ras,"7,0",Hôtel,Nantes," 8,0 "
Catherine,France,0,2019-11-14 00:00:00,Très bien,"Proximité de la gare et des rues piétonnes
Personnel accueillant
Petit déjeuner correct quoique un peu cher pour le manque de variété proposée",None,"8,0",Hôtel,Nantes," 8,0 "
Julie,France,0,2019-11-10 00:00:00,Bon séjour,"La localisation de l'hôtel 
La taille de la chambre",Les draps pas très propres ainsi que le lavabo de la salle de bain,"7,0",Hôtel,Nantes," 8,0 "
Marion,France,0,2019-11-06 00:00:00,Très bien,"Très bon rapport qualité/prix : hôtel bien placé, proche de la gare, propre",None,"8,0",Hôtel,Nantes," 8,0 "
Thierry,France,0,2019-11-05 00:00:00,Avis,Tout le reste,Peu de place pour les toilettes,"9,2",Hôtel,Nantes," 8,0 "
Camille,France,0,2019-11-04 00:00:00,Prenez des boucles quies,"Super emplacement proche gare et cité des congrès
Disponibilité du personnel","On entend tous les avions qui passent, et les portent qui claquent
Les oreillers sont à changer
Les repas en bocaux proposés le soir sont infectes","6,7",Hôtel,Nantes," 8,0 "
Monique,France,0,2019-11-04 00:00:00,Fabuleux ,"Nous avons voyagé en train. Cet hôtel est idéalement placé :
A 500 mètres de la sortie Nord de la gare dans une rue parallèle au boulevard.
A proximité du château et du centre-ville. Chambre calme et lit très confortable. 
Petit déjeuner à 8€ qui offre salés et sucrés en quantité suffisante.
Excellent rapport qualité prix.
Personnel souriant.",Hauteur du siège des toilettes trop haute pour moi !,"9,2",Hôtel,Nantes," 8,0 "
Antoine,France,0,2019-10-31 00:00:00,Très bien,Tout très bien.,Douche trop petite,"8,0",Hôtel,Nantes," 8,0 "
Virginie,France,0,2019-10-30 00:00:00,Sympathique séjour à Nantes. Hôtel simple mais suffisant.,Rien à dire par rapport au prix.,Eau de la douche tiède.,"7,0",Hôtel,Nantes," 8,0 "
Yves,Belgique,0,2019-10-29 00:00:00,"je suis arrivé à 23h, j'ai pris une douche, dormi et je suis reparti à 5h30....",Emplacement près de la gare: top!,"La chambre ne sentait pas très bon mais était propre.
Il ne manque pas grand chose pour que l'hôtel fasse moins cheap: un peu de finition, moquette, bac de douche plus rigide,...","7,0",Hôtel,Nantes," 8,0 "
Roland,France,0,2019-10-28 00:00:00,Bien ,l'emplacement,L'heure tardive de service du petit déjeuner le dimanche.,"7,5",Hôtel,Nantes," 8,0 "
Marianne,France,0,2019-10-27 00:00:00,Bien ,Chambre confortable,"Lieu assez bruyant, mauvais isolation sonore.","7,1",Hôtel,Nantes," 8,0 "
Pierre,Canada,0,2019-10-26 00:00:00,Un endroit à retourner,"Un établissement confortable très bien situé en centre-ville qui permet de faire les visites à pieds. Personnel de la réception sympathique, serviable et d'une grande courtoisie.",Internet fluctuant dans les chambres.,"9,2",Hôtel,Nantes," 8,0 "
Hamid,Maroc,0,2019-10-25 00:00:00,Hôtel agréable avec une bonne situation géographique,"Situation géographique
Accueil","Les dimensions des chambres
Le signal faible du Wi-Fi dans la chambre occupée","8,3",Hôtel,Nantes," 8,0 "
Alain,France,0,2019-10-20 00:00:00,Hôtel bien situé près de la gare et centre ville,"Bonjour Excellent accueil les chambres ne sont pas très grandes mais bien décorée
Salle d'eau avec grande douche 
Bien situé entre la gare et le château des ducs ( tout à pied)",Ras,"8,0",Hôtel,Nantes," 8,0 "
José,Espagne,1,2019-10-13 00:00:00,Bien ,La situacion,None,"7,9",Hôtel,Nantes," 8,0 "
Julie,France,0,2019-10-03 00:00:00,Super mais court,Le lit étais comfortable le personnel étais agréable,Laporte de douche a ete mise en place a lenvers,"8,0",Hôtel,Nantes," 8,0 "
Evelyne,France,0,2019-09-29 00:00:00,très bon emplacement pour un week end nantais,"hotel très bien situé à proximité de la gare et du chateau
personnel acceuillant
petit déjeuner buffet copieux",la porte coulissante de la salle de bain,"9,0",Hôtel,Nantes," 8,0 "
Nathalie,France,0,2019-09-29 00:00:00,Hotel propre et bien situé. Personnel sympathique. Bon rapport qualité/prix,Superficie chambre et salle de bain.,"Mauvaise odeur dans la chambre. 
Pas d'interrupteurs pour éteindre la lumière près du lit.
Pas de bouilloire avec thé ou café dans la chambre.","7,9",Hôtel,Nantes," 8,0 "
Aurélie,France,0,2019-09-24 00:00:00,Hôtel moderne,"Travaux récents au goût du jour
Lit très confortable
Idée bouilloire sur le desk est une très bonne idée
La chambre était très propre
Environnement très calme et chambre bien isolée","La hauteur d’assise des toilettes
Manque de rangement dans la salle de bain","7,1",Hôtel,Nantes," 8,0 "
Mehdi,France,0,2019-09-20 00:00:00,Agréable,environnement calme.,la propreté de la salle de bain (serviette + cuvette) et manque de shampoing dans la douche.,"6,7",Hôtel,Nantes," 8,0 "
