nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Christian,France,0,2020-02-29 00:00:00,Très bien,La proximité du centre ville et la gentillesse du personnel,La connexion wi-fi,"8,0",Hôtel,Nice," 7,5 "
Marie,France,0,2020-02-29 00:00:00,Bien ,"Amabilité du personnel.
Emplacement","Le personnel est vraiment très agréable, l'hôtel est très propre. Malheureusement la salle de bain etait en mauvais état. 
L'emplacement est au top !!","7,0",Hôtel,Nice," 7,5 "
Wahida,France,0,2020-02-28 00:00:00,Très bien,Le calme,None,"8,0",Hôtel,Nice," 7,5 "
José,France,0,2020-02-28 00:00:00,Très bien.,"Un personnel très affable, serviable, souriant, gentil, attentif. C'est le point fort de cet hôtel. De plus, il est bien placé en centre-ville de Nice. Très calme.",Juste un détail : les lampes de chevet qui ne s'orientent pas très bien..,"8,0",Hôtel,Nice," 7,5 "
Laurent,France,0,2020-02-27 00:00:00,Très bien,"Hotel très propre, très bon accueil, très proche du vieux Nice à pied.",Mauvais insonorisation extérieure,"8,0",Hôtel,Nice," 7,5 "
François,France,0,2020-02-24 00:00:00,Agréable,Équipe au top mais les chambres devraient avoir un rafraîchissement changer la moquette vétuste dommage pour le cadre de l’hôtel au top mais les chambres vont gâchées ça un point important le garage loué 15 € la nuit pour de petits véhicules faite quelques choses il y a une odeur d’urine nauséabonde à vous couper le souffle dommage,None,"6,7",Hôtel,Nice," 7,5 "
Jean,France,0,2020-02-19 00:00:00,Bien ,L'hôtel est en centre ville,Quand il y a des groupes au petit petit-déjeuner c'est la foire d'ampogne car manque de tasse et c'est la cohue.,"7,0",Hôtel,Nice," 7,5 "
Lebreton56520,France,0,2020-02-19 00:00:00,emplacement idéale,"L'emplacement est parfait 
Le personnel très gentil
chambre calme à cette période",La chambre est toute petite,"7,0",Hôtel,Nice," 7,5 "
Catherine,France,0,2020-02-16 00:00:00,nous avons passé un bon séjour,le confort de la chambre,None,"7,0",Hôtel,Nice," 7,5 "
Daniel,Suisse,0,2020-02-02 00:00:00,"Hormis les quelque détails mentionnés, je reviendrai volontiers.","Hôtel très bien placé. Personnel très efficace, gentil et attentif",La cabine très étroite. Pressions d'eau très faible et pas de support pour le savon ou le gel douche.,"7,0",Hôtel,Nice," 7,5 "
Pierre,France,0,2020-01-28 00:00:00,Correct et pratique mais attention au parking de l'hôtel qui est un véritable piège.,"Petit déjeuner dans la norme, sans plus. 
Bonne situation géographique, à immédiate proximité de la place Garibaldi qui était notre lieu de réunion.","Chambre exigüe et très sombre.
Une des deux portes de la cabine de douche était sortie de son rail.
L'accès au garage de l'hôtel est un véritable gymkana et je me demande encore comment les ailes et portières de mon véhicule en sont sortis indemnes. Au vu des traces de peintures sur les angles des piliers ce n'est pas le cas pour tous les clients. Le moindre contact fait exploser le coût réel de la nuit d'hôtel.","7,0",Hôtel,Nice," 7,5 "
Eric,France,0,2020-01-23 00:00:00,Agréable,Très bon matelas et accueil.,"La fenêtre de la chambre ne fermée pas du coup on entendait le bruit de la rue, la vmc fait aussi beaucoup de bruit.
Petit déjeuner avec peu de choix","6,2",Hôtel,Nice," 7,5 "
Ratiba,France,0,2020-01-12 00:00:00,Je reviens prochainement avec ma famille,"L accueil est parfait 
L hôtel est bien situé 
L hôtel est propre",Odeur de tabac dans la chambre,"6,0",Hôtel,Nice," 7,5 "
Laurent,France,0,2020-01-09 00:00:00,"Bon séjour, hôtel bien situé, beau temps malgré l'hiver","Bon petit déjeuner, viennoiserie très bonnes
Emplacement parfait, proche du port de la place Garibaldi, du TRAM et vieux Nice
Centre ville accessible à pied","Chambre un peu petite, surtout la salle de bain
salle du petit déjeuner un peu étroite","8,0",Hôtel,Nice," 7,5 "
Benjamin,France,0,2020-01-09 00:00:00,Bien ,"Lit confortable.
Chambre propre.
Plein de petit commerce à proximité.
Le tram à proximité.","Petit déjeuner avec peu de choix.
Éclairage du couloir allumé tout le temps même la nuit et donc gênant pour dormir.
Porte de la douche cassé.
Parking de l'hôtel trop petit par rapport au nombre de personne.","7,0",Hôtel,Nice," 7,5 "
Martine,France,0,2020-01-08 00:00:00,Séjour agréable.,"BOn lit, bien dormi.",Chambre petite.,"6,0",Hôtel,Nice," 7,5 "
Jean,France,0,2020-01-07 00:00:00,Cool,Très bon emplacement,"Système de chauffage bruyant, il nécessiterait une mise à niveau","6,0",Hôtel,Nice," 7,5 "
Franck,France,0,2020-01-06 00:00:00,Très bien,Le personnel exceptionnel et aux petits soins pour nous,Vétusté de la salle de bain sans chauffage d'appoint,"8,0",Hôtel,Nice," 7,5 "
Laurent,France,0,2019-12-22 00:00:00,Bien ,Le prix,La propreté de la chambre et surtout la salle de bain.,"7,0",Hôtel,Nice," 7,5 "
Emmanuel,France,0,2019-12-11 00:00:00,Bien ,L’emplacement de cet hôtel est parfaite pour disposer de la ville à pied et le personnel y est très agréable.,Les chambres sont un peu dans leur jus elles auraient besoin d’une mise aux goûts du jour .,"7,9",Hôtel,Nice," 7,5 "
Christine,France,0,2019-12-08 00:00:00,Très bien,"extrêmement bien situé
bon rapport qualité/prix",None,"8,0",Hôtel,Nice," 7,5 "
Florence,France,0,2019-12-08 00:00:00,Superbe,"La gentillesse du personnel , l’emplacement idéal au cœur du vieux Nice quartier du petit marais, le rapport qualité prix imbattable , le parking très pratique bien qu’onéreux et très très petit (convient pour une petite voiture )","Le chauffage bruyant et pas très efficace (vétuste en fait), la cabine de douche pas très moderne","8,8",Hôtel,Nice," 7,5 "
Claude,France,0,2019-11-26 00:00:00,très très très bien,"j avais eu des retours pas très élogieux de votre Etablissement en revanche j ai été agréablement surpris de la courtoisie ,l accueil,la disponibilité du personnelles, des techniciennes de surface très compétentes, le plateau d accueil , la situation géographique","la dosette de café a 1 euros au distributeur
la disposition de la table d accueil de la chambre , comme il a plu et quand j ai ouvert la fenêtre pour aérer l eau a couler partout","9,0",Hôtel,Nice," 7,5 "
Philippe,France,0,2019-11-24 00:00:00,Bon accueil et situation idéale pour découvrir le centre de Nice,"Le prix attractif, la situation proche du centre et du port, le parking au sous-sol.",None,"8,0",Hôtel,Nice," 7,5 "
Martial,France,0,2019-11-15 00:00:00,"Correcte, fort bien situé dans le quartier sympa avec de bon petit resto.","la clim, qui servait de chauffage faisait un bruit pas possible, obligé de changer de chambre, fait sans discuter. Le petit déjeuner royale, de tout, vraiment bon du chaud et du froid, d'une propreté irréprochable, parfait. L'hôtel étant situé dans le vieux Nice met à la disposition des clients un Parking en sous sol, très appréciable 15€ la nuit, j'étais en formation deux jours , l'hôtesse ne m'a comptabilisé qu'une journée, sympa j'ai apprécié le geste, alors que je n'avais rien quémandé.","La climatisation qui ne marche pas terrible en mode chauffage, avec un bruit pas sympa","8,0",Hôtel,Nice," 7,5 "
Thierry,France,0,2019-11-13 00:00:00,Agréable,None,Le faite d'être au centre ville très difficile d'accès car gros travaux pour mettre le tramway,"6,7",Hôtel,Nice," 7,5 "
Peggy,France,0,2019-11-03 00:00:00,Bien ,"Situation proche du port.
Petit déjeuner correct, varié. 
Bonne literie.","Le bruit car plusieurs bars et restaurants en face.
Chambre ayant besoin d'un rafraichissement.","7,9",Hôtel,Nice," 7,5 "
Nicole,France,0,2019-11-02 00:00:00,"Emplacement idéal a tous points de vue, bon rapport qualité prix.","Personnel agréable, chambre simple et fonctionnelle, machine à thé et café,
Situé dans un quartier très animé, près du vieux Nice et du port",Je ne sais pasemplacement,"9,0",Hôtel,Nice," 7,5 "
Damien012,France,0,2019-10-31 00:00:00,Agréable,Propre . A réfléchir avant dE réserver ...,"Les chambres trop petites .... Entassés....
La vituste des chambres .... Salle de bain mini mini ....","6,2",Hôtel,Nice," 7,5 "
Annie,France,0,2019-10-25 00:00:00,Superbe,tres bien,rien,"8,8",Hôtel,Nice," 7,5 "
Kathleen,France,0,2019-10-23 00:00:00,Bien ,La situation géographique. La literie était bonne.,"La salle de bains avait besoin d'être ""rafraîchie""","7,5",Hôtel,Nice," 7,5 "
Véronique,France,0,2019-10-13 00:00:00,Conforme à mes attentes,Je n’ai pas déjeuné à l’hôtel,None,"7,1",Hôtel,Nice," 7,5 "
Sandra,France,0,2019-10-12 00:00:00,Agréable,None,La chambre sentait la cigarette on m a donc changé de chambre et le parking n était pas compris il a fallu payer 15€ de plus,"6,2",Hôtel,Nice," 7,5 "
Faycal,Algérie,0,2019-10-11 00:00:00,Agréable séjour,"Le transfert gratuit depuis l'aéroport , le petit déjeuner très copieux et l'accueil du personnel.",L'exiguïté de la chambre .,"7,1",Hôtel,Nice," 7,5 "
